Country,Code,Date,Confirmed,Days since confirmed
Afghanistan,AFG,2020-01-02,0.0,-98.0
Afghanistan,AFG,2020-01-03,0.0,-97.0
Afghanistan,AFG,2020-01-04,0.0,-96.0
Afghanistan,AFG,2020-01-05,0.0,-95.0
Afghanistan,AFG,2020-01-06,0.0,-94.0
Afghanistan,AFG,2020-01-07,0.0,-93.0
Afghanistan,AFG,2020-01-08,0.0,-92.0
Afghanistan,AFG,2020-01-09,0.0,-91.0
Afghanistan,AFG,2020-01-10,0.0,-90.0
Afghanistan,AFG,2020-01-11,0.0,-89.0
Afghanistan,AFG,2020-01-12,0.0,-88.0
Afghanistan,AFG,2020-01-13,0.0,-87.0
Afghanistan,AFG,2020-01-14,0.0,-86.0
Afghanistan,AFG,2020-01-15,0.0,-85.0
Afghanistan,AFG,2020-01-16,0.0,-84.0
Afghanistan,AFG,2020-01-17,0.0,-83.0
Afghanistan,AFG,2020-01-18,0.0,-82.0
Afghanistan,AFG,2020-01-19,0.0,-81.0
Afghanistan,AFG,2020-01-20,0.0,-80.0
Afghanistan,AFG,2020-01-21,0.0,-79.0
Afghanistan,AFG,2020-01-22,0.0,-78.0
Afghanistan,AFG,2020-01-23,0.0,-77.0
Afghanistan,AFG,2020-01-24,0.0,-76.0
Afghanistan,AFG,2020-01-25,0.0,-75.0
Afghanistan,AFG,2020-01-26,0.0,-74.0
Afghanistan,AFG,2020-01-27,0.0,-73.0
Afghanistan,AFG,2020-01-28,0.0,-72.0
Afghanistan,AFG,2020-01-29,0.0,-71.0
Afghanistan,AFG,2020-01-30,0.0,-70.0
Afghanistan,AFG,2020-01-31,0.0,-69.0
Afghanistan,AFG,2020-02-01,0.0,-68.0
Afghanistan,AFG,2020-02-02,0.0,-67.0
Afghanistan,AFG,2020-02-03,0.0,-66.0
Afghanistan,AFG,2020-02-04,0.0,-65.0
Afghanistan,AFG,2020-02-05,0.0,-64.0
Afghanistan,AFG,2020-02-06,0.0,-63.0
Afghanistan,AFG,2020-02-07,0.0,-62.0
Afghanistan,AFG,2020-02-08,0.0,-61.0
Afghanistan,AFG,2020-02-09,0.0,-60.0
Afghanistan,AFG,2020-02-10,0.0,-59.0
Afghanistan,AFG,2020-02-11,0.0,-58.0
Afghanistan,AFG,2020-02-12,0.0,-57.0
Afghanistan,AFG,2020-02-13,0.0,-56.0
Afghanistan,AFG,2020-02-14,0.0,-55.0
Afghanistan,AFG,2020-02-15,0.0,-54.0
Afghanistan,AFG,2020-02-16,0.0,-53.0
Afghanistan,AFG,2020-02-17,0.0,-52.0
Afghanistan,AFG,2020-02-18,0.0,-51.0
Afghanistan,AFG,2020-02-19,0.0,-50.0
Afghanistan,AFG,2020-02-20,0.0,-49.0
Afghanistan,AFG,2020-02-21,0.0,-48.0
Afghanistan,AFG,2020-02-22,0.0,-47.0
Afghanistan,AFG,2020-02-23,0.0,-46.0
Afghanistan,AFG,2020-02-24,0.0,-45.0
Afghanistan,AFG,2020-02-25,0.14286,-44.0
Afghanistan,AFG,2020-02-26,0.14286,-43.0
Afghanistan,AFG,2020-02-27,0.14286,-42.0
Afghanistan,AFG,2020-02-28,0.14286,-41.0
Afghanistan,AFG,2020-02-29,0.14286,-40.0
Afghanistan,AFG,2020-03-01,0.14286,-39.0
Afghanistan,AFG,2020-03-02,0.14286,-38.0
Afghanistan,AFG,2020-03-03,0.0,-37.0
Afghanistan,AFG,2020-03-04,0.0,-36.0
Afghanistan,AFG,2020-03-05,0.0,-35.0
Afghanistan,AFG,2020-03-06,0.0,-34.0
Afghanistan,AFG,2020-03-07,,-33.0
Afghanistan,AFG,2020-03-08,,-32.0
Afghanistan,AFG,2020-03-09,,-31.0
Afghanistan,AFG,2020-03-10,,-30.0
Afghanistan,AFG,2020-03-11,,-29.0
Afghanistan,AFG,2020-03-12,,-28.0
Afghanistan,AFG,2020-03-13,,-27.0
Afghanistan,AFG,2020-03-14,,-26.0
Afghanistan,AFG,2020-03-15,,-25.0
Afghanistan,AFG,2020-03-16,4.0,-24.0
Afghanistan,AFG,2020-03-17,4.25,-23.0
Afghanistan,AFG,2020-03-18,3.75,-22.0
Afghanistan,AFG,2020-03-19,3.0,-21.0
Afghanistan,AFG,2020-03-20,2.5,-20.0
Afghanistan,AFG,2020-03-21,2.42857,-19.0
Afghanistan,AFG,2020-03-22,2.0,-18.0
Afghanistan,AFG,2020-03-23,2.57143,-17.0
Afghanistan,AFG,2020-03-24,2.71429,-16.0
Afghanistan,AFG,2020-03-25,2.85714,-15.0
Afghanistan,AFG,2020-03-26,7.57143,-14.0
Afghanistan,AFG,2020-03-27,7.57143,-13.0
Afghanistan,AFG,2020-03-28,9.57143,-12.0
Afghanistan,AFG,2020-03-29,11.71429,-11.0
Afghanistan,AFG,2020-03-30,11.42857,-10.0
Afghanistan,AFG,2020-03-31,14.42857,-9.0
Afghanistan,AFG,2020-04-01,17.71429,-8.0
Afghanistan,AFG,2020-04-02,16.71429,-7.0
Afghanistan,AFG,2020-04-03,22.85714,-6.0
Afghanistan,AFG,2020-04-04,20.57143,-5.0
Afghanistan,AFG,2020-04-05,23.42857,-4.0
Afghanistan,AFG,2020-04-06,26.42857,-3.0
Afghanistan,AFG,2020-04-07,28.0,-2.0
Afghanistan,AFG,2020-04-08,28.71429,-1.0
Afghanistan,AFG,2020-04-09,33.0,0.0
Afghanistan,AFG,2020-04-10,35.57143,1.0
Afghanistan,AFG,2020-04-11,40.85714,2.0
Afghanistan,AFG,2020-04-12,40.71429,3.0
Afghanistan,AFG,2020-04-13,44.0,4.0
Afghanistan,AFG,2020-04-14,46.85714,5.0
Afghanistan,AFG,2020-04-15,49.57143,6.0
Afghanistan,AFG,2020-04-16,51.57143,7.0
Afghanistan,AFG,2020-04-17,44.28571,8.0
Afghanistan,AFG,2020-04-18,46.28571,9.0
Afghanistan,AFG,2020-04-19,50.42857,10.0
Afghanistan,AFG,2020-04-20,55.57143,11.0
Afghanistan,AFG,2020-04-21,52.28571,12.0
Afghanistan,AFG,2020-04-22,54.0,13.0
Afghanistan,AFG,2020-04-23,56.0,14.0
Afghanistan,AFG,2020-04-24,69.57143,15.0
Afghanistan,AFG,2020-04-25,72.28571,16.0
Afghanistan,AFG,2020-04-26,79.28571,17.0
Afghanistan,AFG,2020-04-27,76.42857,18.0
Afghanistan,AFG,2020-04-28,96.0,19.0
Afghanistan,AFG,2020-04-29,105.0,20.0
Afghanistan,AFG,2020-04-30,110.42857,21.0
Afghanistan,AFG,2020-05-01,127.14286,22.0
Afghanistan,AFG,2020-05-02,140.57143,23.0
Afghanistan,AFG,2020-05-03,143.71429,24.0
Afghanistan,AFG,2020-05-04,167.57143,25.0
Afghanistan,AFG,2020-05-05,170.14286,26.0
Afghanistan,AFG,2020-05-06,199.57143,27.0
Afghanistan,AFG,2020-05-07,206.14286,28.0
Afghanistan,AFG,2020-05-08,198.85714,29.0
Afghanistan,AFG,2020-05-09,206.14286,30.0
Afghanistan,AFG,2020-05-10,223.42857,31.0
Afghanistan,AFG,2020-05-11,242.57143,32.0
Afghanistan,AFG,2020-05-12,256.14286,33.0
Afghanistan,AFG,2020-05-13,249.0,34.0
Afghanistan,AFG,2020-05-14,262.0,35.0
Afghanistan,AFG,2020-05-15,253.71429,36.0
Afghanistan,AFG,2020-05-16,374.85714,37.0
Afghanistan,AFG,2020-05-17,338.42857,38.0
Afghanistan,AFG,2020-05-18,323.14286,39.0
Afghanistan,AFG,2020-05-19,340.71429,40.0
Afghanistan,AFG,2020-05-20,383.71429,41.0
Afghanistan,AFG,2020-05-21,417.0,42.0
Afghanistan,AFG,2020-05-22,476.71429,43.0
Afghanistan,AFG,2020-05-23,402.0,44.0
Afghanistan,AFG,2020-05-24,513.71429,45.0
Afghanistan,AFG,2020-05-25,559.71429,46.0
Afghanistan,AFG,2020-05-26,585.85714,47.0
Afghanistan,AFG,2020-05-27,596.85714,48.0
Afghanistan,AFG,2020-05-28,615.85714,49.0
Afghanistan,AFG,2020-05-29,622.85714,50.0
Afghanistan,AFG,2020-05-30,634.71429,51.0
Afghanistan,AFG,2020-05-31,646.71429,52.0
Afghanistan,AFG,2020-06-01,660.42857,53.0
Afghanistan,AFG,2020-06-02,653.85714,54.0
Afghanistan,AFG,2020-06-03,668.28571,55.0
Afghanistan,AFG,2020-06-04,687.28571,56.0
Afghanistan,AFG,2020-06-05,716.85714,57.0
Afghanistan,AFG,2020-06-06,758.57143,58.0
Afghanistan,AFG,2020-06-07,718.0,59.0
Afghanistan,AFG,2020-06-08,733.85714,60.0
Afghanistan,AFG,2020-06-09,738.14286,61.0
Afghanistan,AFG,2020-06-10,707.14286,62.0
Afghanistan,AFG,2020-06-11,696.57143,63.0
Afghanistan,AFG,2020-06-12,690.85714,64.0
Afghanistan,AFG,2020-06-13,653.85714,65.0
Afghanistan,AFG,2020-06-14,650.14286,66.0
Africa,,2020-01-02,0.0,-74.0
Africa,,2020-01-03,0.0,-73.0
Africa,,2020-01-04,0.0,-72.0
Africa,,2020-01-05,0.0,-71.0
Africa,,2020-01-06,0.0,-70.0
Africa,,2020-01-07,0.0,-69.0
Africa,,2020-01-08,0.0,-68.0
Africa,,2020-01-09,0.0,-67.0
Africa,,2020-01-10,0.0,-66.0
Africa,,2020-01-11,0.0,-65.0
Africa,,2020-01-12,0.0,-64.0
Africa,,2020-01-13,0.0,-63.0
Africa,,2020-01-14,0.0,-62.0
Africa,,2020-01-15,0.0,-61.0
Africa,,2020-01-16,0.0,-60.0
Africa,,2020-01-17,0.0,-59.0
Africa,,2020-01-18,0.0,-58.0
Africa,,2020-01-19,0.0,-57.0
Africa,,2020-01-20,0.0,-56.0
Africa,,2020-01-21,0.0,-55.0
Africa,,2020-01-22,0.0,-54.0
Africa,,2020-01-23,0.0,-53.0
Africa,,2020-01-24,0.0,-52.0
Africa,,2020-01-25,0.0,-51.0
Africa,,2020-01-26,0.0,-50.0
Africa,,2020-01-27,0.0,-49.0
Africa,,2020-01-28,0.0,-48.0
Africa,,2020-01-29,0.0,-47.0
Africa,,2020-01-30,0.0,-46.0
Africa,,2020-01-31,0.0,-45.0
Africa,,2020-02-01,0.0,-44.0
Africa,,2020-02-02,0.0,-43.0
Africa,,2020-02-03,0.0,-42.0
Africa,,2020-02-04,0.0,-41.0
Africa,,2020-02-05,0.0,-40.0
Africa,,2020-02-06,0.0,-39.0
Africa,,2020-02-07,0.0,-38.0
Africa,,2020-02-08,0.0,-37.0
Africa,,2020-02-09,0.0,-36.0
Africa,,2020-02-10,0.0,-35.0
Africa,,2020-02-11,0.0,-34.0
Africa,,2020-02-12,0.0,-33.0
Africa,,2020-02-13,0.0,-32.0
Africa,,2020-02-14,0.0,-31.0
Africa,,2020-02-15,0.14286,-30.0
Africa,,2020-02-16,0.14286,-29.0
Africa,,2020-02-17,0.14286,-28.0
Africa,,2020-02-18,0.14286,-27.0
Africa,,2020-02-19,0.14286,-26.0
Africa,,2020-02-20,0.14286,-25.0
Africa,,2020-02-21,0.14286,-24.0
Africa,,2020-02-22,0.0,-23.0
Africa,,2020-02-23,0.0,-22.0
Africa,,2020-02-24,0.0,-21.0
Africa,,2020-02-25,0.0,-20.0
Africa,,2020-02-26,0.14286,-19.0
Africa,,2020-02-27,0.14286,-18.0
Africa,,2020-02-28,0.28571,-17.0
Africa,,2020-02-29,0.28571,-16.0
Africa,,2020-03-01,0.57143,-15.0
Africa,,2020-03-02,0.71429,-14.0
Africa,,2020-03-03,1.14286,-13.0
Africa,,2020-03-04,1.28571,-12.0
Africa,,2020-03-05,2.57143,-11.0
Africa,,2020-03-06,3.71429,-10.0
Africa,,2020-03-07,5.71429,-9.0
Africa,,2020-03-08,5.57143,-8.0
Africa,,2020-03-09,11.0,-7.0
Africa,,2020-03-10,12.28571,-6.0
Africa,,2020-03-11,13.42857,-5.0
Africa,,2020-03-12,14.0,-4.0
Africa,,2020-03-13,18.57143,-3.0
Africa,,2020-03-14,22.71429,-2.0
Africa,,2020-03-15,27.85714,-1.0
Africa,,2020-03-16,34.42857,0.0
Africa,,2020-03-17,43.85714,1.0
Africa,,2020-03-18,55.57143,2.0
Africa,,2020-03-19,73.57143,3.0
Africa,,2020-03-20,83.57143,4.0
Africa,,2020-03-21,110.42857,5.0
Africa,,2020-03-22,133.85714,6.0
Africa,,2020-03-23,152.14286,7.0
Africa,,2020-03-24,190.85714,8.0
Africa,,2020-03-25,244.14286,9.0
Africa,,2020-03-26,293.85714,10.0
Africa,,2020-03-27,362.0,11.0
Africa,,2020-03-28,404.14286,12.0
Africa,,2020-03-29,421.14286,13.0
Africa,,2020-03-30,462.85714,14.0
Africa,,2020-03-31,485.57143,15.0
Africa,,2020-04-01,489.0,16.0
Africa,,2020-04-02,508.28571,17.0
Africa,,2020-04-03,515.0,18.0
Africa,,2020-04-04,529.14286,19.0
Africa,,2020-04-05,616.57143,20.0
Africa,,2020-04-06,649.42857,21.0
Africa,,2020-04-07,666.42857,22.0
Africa,,2020-04-08,699.71429,23.0
Africa,,2020-04-09,742.57143,24.0
Africa,,2020-04-10,771.0,25.0
Africa,,2020-04-11,777.71429,26.0
Africa,,2020-04-12,746.57143,27.0
Africa,,2020-04-13,763.85714,28.0
Africa,,2020-04-14,784.14286,29.0
Africa,,2020-04-15,822.42857,30.0
Africa,,2020-04-16,828.14286,31.0
Africa,,2020-04-17,864.14286,32.0
Africa,,2020-04-18,992.14286,33.0
Africa,,2020-04-19,1055.85714,34.0
Africa,,2020-04-20,1111.57143,35.0
Africa,,2020-04-21,1139.42857,36.0
Africa,,2020-04-22,1190.85714,37.0
Africa,,2020-04-23,1206.14286,38.0
Africa,,2020-04-24,1270.28571,39.0
Africa,,2020-04-25,1311.14286,40.0
Africa,,2020-04-26,1322.71429,41.0
Africa,,2020-04-27,1349.28571,42.0
Africa,,2020-04-28,1413.57143,43.0
Africa,,2020-04-29,1473.57143,44.0
Africa,,2020-04-30,1578.42857,45.0
Africa,,2020-05-01,1661.28571,46.0
Africa,,2020-05-02,1668.85714,47.0
Africa,,2020-05-03,1780.0,48.0
Africa,,2020-05-04,1812.42857,49.0
Africa,,2020-05-05,1994.28571,50.0
Africa,,2020-05-06,2039.42857,51.0
Africa,,2020-05-07,2134.57143,52.0
Africa,,2020-05-08,2179.42857,53.0
Africa,,2020-05-09,2439.85714,54.0
Africa,,2020-05-10,2551.57143,55.0
Africa,,2020-05-11,2708.0,56.0
Africa,,2020-05-12,2769.71429,57.0
Africa,,2020-05-13,2899.42857,58.0
Africa,,2020-05-14,2979.42857,59.0
Africa,,2020-05-15,3081.85714,60.0
Africa,,2020-05-16,2942.28571,61.0
Africa,,2020-05-17,2971.14286,62.0
Africa,,2020-05-18,3060.71429,63.0
Africa,,2020-05-19,3082.14286,64.0
Africa,,2020-05-20,3123.0,65.0
Africa,,2020-05-21,3207.42857,66.0
Africa,,2020-05-22,3453.71429,67.0
Africa,,2020-05-23,3611.42857,68.0
Africa,,2020-05-24,3816.57143,69.0
Africa,,2020-05-25,3870.42857,70.0
Africa,,2020-05-26,3954.14286,71.0
Africa,,2020-05-27,4045.14286,72.0
Africa,,2020-05-28,4221.0,73.0
Africa,,2020-05-29,4203.71429,74.0
Africa,,2020-05-30,4491.0,75.0
Africa,,2020-05-31,4781.57143,76.0
Africa,,2020-06-01,5012.42857,77.0
Africa,,2020-06-02,5245.85714,78.0
Africa,,2020-06-03,5395.57143,79.0
Africa,,2020-06-04,5377.57143,80.0
Africa,,2020-06-05,5791.71429,81.0
Africa,,2020-06-06,6008.57143,82.0
Africa,,2020-06-07,6000.71429,83.0
Africa,,2020-06-08,6086.0,84.0
Africa,,2020-06-09,6297.85714,85.0
Africa,,2020-06-10,6527.42857,86.0
Africa,,2020-06-11,6778.28571,87.0
Africa,,2020-06-12,6721.0,88.0
Africa,,2020-06-13,6897.42857,89.0
Africa,,2020-06-14,7128.71429,90.0
Albania,ALB,2020-03-09,,-97.0
Albania,ALB,2020-03-10,,-96.0
Albania,ALB,2020-03-11,3.33333,-95.0
Albania,ALB,2020-03-12,2.75,-94.0
Albania,ALB,2020-03-13,4.6,-93.0
Albania,ALB,2020-03-14,5.5,-92.0
Albania,ALB,2020-03-15,5.42857,-91.0
Albania,ALB,2020-03-16,5.71429,-90.0
Albania,ALB,2020-03-17,6.42857,-89.0
Albania,ALB,2020-03-18,6.42857,-88.0
Albania,ALB,2020-03-19,6.85714,-87.0
Albania,ALB,2020-03-20,6.71429,-86.0
Albania,ALB,2020-03-21,5.28571,-85.0
Albania,ALB,2020-03-22,5.42857,-84.0
Albania,ALB,2020-03-23,6.71429,-83.0
Albania,ALB,2020-03-24,7.0,-82.0
Albania,ALB,2020-03-25,9.71429,-81.0
Albania,ALB,2020-03-26,12.42857,-80.0
Albania,ALB,2020-03-27,14.85714,-79.0
Albania,ALB,2020-03-28,16.57143,-78.0
Albania,ALB,2020-03-29,17.28571,-77.0
Albania,ALB,2020-03-30,17.57143,-76.0
Albania,ALB,2020-03-31,17.57143,-75.0
Albania,ALB,2020-04-01,17.14286,-74.0
Albania,ALB,2020-04-02,16.14286,-73.0
Albania,ALB,2020-04-03,14.71429,-72.0
Albania,ALB,2020-04-04,16.85714,-71.0
Albania,ALB,2020-04-05,19.42857,-70.0
Albania,ALB,2020-04-06,21.28571,-69.0
Albania,ALB,2020-04-07,22.0,-68.0
Albania,ALB,2020-04-08,20.0,-67.0
Albania,ALB,2020-04-09,20.14286,-66.0
Albania,ALB,2020-04-10,18.85714,-65.0
Albania,ALB,2020-04-11,16.0,-64.0
Albania,ALB,2020-04-12,14.28571,-63.0
Albania,ALB,2020-04-13,12.14286,-62.0
Albania,ALB,2020-04-14,12.85714,-61.0
Albania,ALB,2020-04-15,13.14286,-60.0
Albania,ALB,2020-04-16,13.42857,-59.0
Albania,ALB,2020-04-17,15.57143,-58.0
Albania,ALB,2020-04-18,17.57143,-57.0
Albania,ALB,2020-04-19,16.42857,-56.0
Albania,ALB,2020-04-20,16.57143,-55.0
Albania,ALB,2020-04-21,16.71429,-54.0
Albania,ALB,2020-04-22,19.14286,-53.0
Albania,ALB,2020-04-23,20.0,-52.0
Albania,ALB,2020-04-24,20.71429,-51.0
Albania,ALB,2020-04-25,19.85714,-50.0
Albania,ALB,2020-04-26,23.42857,-49.0
Albania,ALB,2020-04-27,23.42857,-48.0
Albania,ALB,2020-04-28,21.71429,-47.0
Albania,ALB,2020-04-29,20.14286,-46.0
Albania,ALB,2020-04-30,18.85714,-45.0
Albania,ALB,2020-05-01,15.71429,-44.0
Albania,ALB,2020-05-02,14.85714,-43.0
Albania,ALB,2020-05-03,11.0,-42.0
Albania,ALB,2020-05-04,9.85714,-41.0
Albania,ALB,2020-05-05,9.57143,-40.0
Albania,ALB,2020-05-06,10.0,-39.0
Albania,ALB,2020-05-07,9.42857,-38.0
Albania,ALB,2020-05-08,9.85714,-37.0
Albania,ALB,2020-05-09,9.71429,-36.0
Albania,ALB,2020-05-10,9.57143,-35.0
Albania,ALB,2020-05-11,10.42857,-34.0
Albania,ALB,2020-05-12,9.85714,-33.0
Albania,ALB,2020-05-13,8.0,-32.0
Albania,ALB,2020-05-14,6.85714,-31.0
Albania,ALB,2020-05-15,8.0,-30.0
Albania,ALB,2020-05-16,9.42857,-29.0
Albania,ALB,2020-05-17,11.0,-28.0
Albania,ALB,2020-05-18,11.14286,-27.0
Albania,ALB,2020-05-19,10.85714,-26.0
Albania,ALB,2020-05-20,10.42857,-25.0
Albania,ALB,2020-05-21,12.0,-24.0
Albania,ALB,2020-05-22,10.14286,-23.0
Albania,ALB,2020-05-23,9.28571,-22.0
Albania,ALB,2020-05-24,8.0,-21.0
Albania,ALB,2020-05-25,7.42857,-20.0
Albania,ALB,2020-05-26,8.0,-19.0
Albania,ALB,2020-05-27,11.42857,-18.0
Albania,ALB,2020-05-28,12.28571,-17.0
Albania,ALB,2020-05-29,15.28571,-16.0
Albania,ALB,2020-05-30,16.85714,-15.0
Albania,ALB,2020-05-31,19.0,-14.0
Albania,ALB,2020-06-01,19.85714,-13.0
Albania,ALB,2020-06-02,19.85714,-12.0
Albania,ALB,2020-06-03,19.28571,-11.0
Albania,ALB,2020-06-04,19.14286,-10.0
Albania,ALB,2020-06-05,17.28571,-9.0
Albania,ALB,2020-06-06,16.14286,-8.0
Albania,ALB,2020-06-07,15.71429,-7.0
Albania,ALB,2020-06-08,15.57143,-6.0
Albania,ALB,2020-06-09,17.14286,-5.0
Albania,ALB,2020-06-10,19.28571,-4.0
Albania,ALB,2020-06-11,22.42857,-3.0
Albania,ALB,2020-06-12,26.85714,-2.0
Albania,ALB,2020-06-13,29.14286,-1.0
Albania,ALB,2020-06-14,33.14286,0.0
Algeria,DZA,2020-01-02,0.0,-84.0
Algeria,DZA,2020-01-03,0.0,-83.0
Algeria,DZA,2020-01-04,0.0,-82.0
Algeria,DZA,2020-01-05,0.0,-81.0
Algeria,DZA,2020-01-06,0.0,-80.0
Algeria,DZA,2020-01-07,0.0,-79.0
Algeria,DZA,2020-01-08,0.0,-78.0
Algeria,DZA,2020-01-09,0.0,-77.0
Algeria,DZA,2020-01-10,0.0,-76.0
Algeria,DZA,2020-01-11,0.0,-75.0
Algeria,DZA,2020-01-12,0.0,-74.0
Algeria,DZA,2020-01-13,0.0,-73.0
Algeria,DZA,2020-01-14,0.0,-72.0
Algeria,DZA,2020-01-15,0.0,-71.0
Algeria,DZA,2020-01-16,0.0,-70.0
Algeria,DZA,2020-01-17,0.0,-69.0
Algeria,DZA,2020-01-18,0.0,-68.0
Algeria,DZA,2020-01-19,0.0,-67.0
Algeria,DZA,2020-01-20,0.0,-66.0
Algeria,DZA,2020-01-21,0.0,-65.0
Algeria,DZA,2020-01-22,0.0,-64.0
Algeria,DZA,2020-01-23,0.0,-63.0
Algeria,DZA,2020-01-24,0.0,-62.0
Algeria,DZA,2020-01-25,0.0,-61.0
Algeria,DZA,2020-01-26,0.0,-60.0
Algeria,DZA,2020-01-27,0.0,-59.0
Algeria,DZA,2020-01-28,0.0,-58.0
Algeria,DZA,2020-01-29,0.0,-57.0
Algeria,DZA,2020-01-30,0.0,-56.0
Algeria,DZA,2020-01-31,0.0,-55.0
Algeria,DZA,2020-02-01,0.0,-54.0
Algeria,DZA,2020-02-02,0.0,-53.0
Algeria,DZA,2020-02-03,0.0,-52.0
Algeria,DZA,2020-02-04,0.0,-51.0
Algeria,DZA,2020-02-05,0.0,-50.0
Algeria,DZA,2020-02-06,0.0,-49.0
Algeria,DZA,2020-02-07,0.0,-48.0
Algeria,DZA,2020-02-08,0.0,-47.0
Algeria,DZA,2020-02-09,0.0,-46.0
Algeria,DZA,2020-02-10,0.0,-45.0
Algeria,DZA,2020-02-11,0.0,-44.0
Algeria,DZA,2020-02-12,0.0,-43.0
Algeria,DZA,2020-02-13,0.0,-42.0
Algeria,DZA,2020-02-14,0.0,-41.0
Algeria,DZA,2020-02-15,0.0,-40.0
Algeria,DZA,2020-02-16,0.0,-39.0
Algeria,DZA,2020-02-17,0.0,-38.0
Algeria,DZA,2020-02-18,0.0,-37.0
Algeria,DZA,2020-02-19,0.0,-36.0
Algeria,DZA,2020-02-20,0.0,-35.0
Algeria,DZA,2020-02-21,0.0,-34.0
Algeria,DZA,2020-02-22,0.0,-33.0
Algeria,DZA,2020-02-23,0.0,-32.0
Algeria,DZA,2020-02-24,0.0,-31.0
Algeria,DZA,2020-02-25,0.0,-30.0
Algeria,DZA,2020-02-26,0.14286,-29.0
Algeria,DZA,2020-02-27,0.14286,-28.0
Algeria,DZA,2020-02-28,0.14286,-27.0
Algeria,DZA,2020-02-29,0.14286,-26.0
Algeria,DZA,2020-03-01,0.42857,-25.0
Algeria,DZA,2020-03-02,0.42857,-24.0
Algeria,DZA,2020-03-03,0.5,-23.0
Algeria,DZA,2020-03-04,0.66667,-22.0
Algeria,DZA,2020-03-05,1.83333,-21.0
Algeria,DZA,2020-03-06,2.66667,-20.0
Algeria,DZA,2020-03-07,3.2,-19.0
Algeria,DZA,2020-03-08,3.5,-18.0
Algeria,DZA,2020-03-09,4.25,-17.0
Algeria,DZA,2020-03-10,4.25,-16.0
Algeria,DZA,2020-03-11,5.0,-15.0
Algeria,DZA,2020-03-12,2.66667,-14.0
Algeria,DZA,2020-03-13,2.66667,-13.0
Algeria,DZA,2020-03-14,2.25,-12.0
Algeria,DZA,2020-03-15,4.0,-11.0
Algeria,DZA,2020-03-16,5.6,-10.0
Algeria,DZA,2020-03-17,6.33333,-9.0
Algeria,DZA,2020-03-18,5.71429,-8.0
Algeria,DZA,2020-03-19,7.42857,-7.0
Algeria,DZA,2020-03-20,9.28571,-6.0
Algeria,DZA,2020-03-21,10.85714,-5.0
Algeria,DZA,2020-03-22,14.57143,-4.0
Algeria,DZA,2020-03-23,21.85714,-3.0
Algeria,DZA,2020-03-24,24.57143,-2.0
Algeria,DZA,2020-03-25,29.14286,-1.0
Algeria,DZA,2020-03-26,32.85714,0.0
Algeria,DZA,2020-03-27,39.57143,1.0
Algeria,DZA,2020-03-28,43.85714,2.0
Algeria,DZA,2020-03-29,45.0,3.0
Algeria,DZA,2020-03-30,44.28571,4.0
Algeria,DZA,2020-03-31,50.57143,5.0
Algeria,DZA,2020-04-01,64.57143,6.0
Algeria,DZA,2020-04-02,77.85714,7.0
Algeria,DZA,2020-04-03,88.42857,8.0
Algeria,DZA,2020-04-04,108.85714,9.0
Algeria,DZA,2020-04-05,113.85714,10.0
Algeria,DZA,2020-04-06,115.57143,11.0
Algeria,DZA,2020-04-07,119.85714,12.0
Algeria,DZA,2020-04-08,107.42857,13.0
Algeria,DZA,2020-04-09,103.57143,14.0
Algeria,DZA,2020-04-10,97.14286,15.0
Algeria,DZA,2020-04-11,84.28571,16.0
Algeria,DZA,2020-04-12,82.0,17.0
Algeria,DZA,2020-04-13,84.85714,18.0
Algeria,DZA,2020-04-14,80.0,19.0
Algeria,DZA,2020-04-15,86.0,20.0
Algeria,DZA,2020-04-16,84.0,21.0
Algeria,DZA,2020-04-17,86.0,22.0
Algeria,DZA,2020-04-18,93.85714,23.0
Algeria,DZA,2020-04-19,101.42857,24.0
Algeria,DZA,2020-04-20,102.14286,25.0
Algeria,DZA,2020-04-21,105.0,26.0
Algeria,DZA,2020-04-22,105.85714,27.0
Algeria,DZA,2020-04-23,107.14286,28.0
Algeria,DZA,2020-04-24,105.57143,29.0
Algeria,DZA,2020-04-25,101.28571,30.0
Algeria,DZA,2020-04-26,103.0,31.0
Algeria,DZA,2020-04-27,107.57143,32.0
Algeria,DZA,2020-04-28,114.14286,33.0
Algeria,DZA,2020-04-29,119.71429,34.0
Algeria,DZA,2020-04-30,134.0,35.0
Algeria,DZA,2020-05-01,142.71429,36.0
Algeria,DZA,2020-05-02,146.71429,37.0
Algeria,DZA,2020-05-03,148.42857,38.0
Algeria,DZA,2020-05-04,156.0,39.0
Algeria,DZA,2020-05-05,161.57143,40.0
Algeria,DZA,2020-05-06,169.85714,41.0
Algeria,DZA,2020-05-07,164.14286,42.0
Algeria,DZA,2020-05-08,168.0,43.0
Algeria,DZA,2020-05-09,173.57143,44.0
Algeria,DZA,2020-05-10,180.42857,45.0
Algeria,DZA,2020-05-11,178.42857,46.0
Algeria,DZA,2020-05-12,177.57143,47.0
Algeria,DZA,2020-05-13,175.57143,48.0
Algeria,DZA,2020-05-14,179.42857,49.0
Algeria,DZA,2020-05-15,180.0,50.0
Algeria,DZA,2020-05-16,180.0,51.0
Algeria,DZA,2020-05-17,180.42857,52.0
Algeria,DZA,2020-05-18,185.14286,53.0
Algeria,DZA,2020-05-19,187.14286,54.0
Algeria,DZA,2020-05-20,187.14286,55.0
Algeria,DZA,2020-05-21,184.14286,56.0
Algeria,DZA,2020-05-22,183.71429,57.0
